time,value,variable,signal
23.143059999999995,320.95334,Eh recovery,0.9955887305498629
23.15973,321.13731999999993,Eh recovery,0.9959069456561139
23.17639,321.3256600000001,Eh recovery,0.9962327018965281
23.19306,321.52126999999996,Eh recovery,0.9965710324592727
23.209729999999997,321.71764,Eh recovery,0.9969106775316424
23.2264,321.9042,Eh recovery,0.9972333550521459
23.24306,322.0802699999999,Eh recovery,0.9975378888805925
23.259729999999998,322.26300999999995,Eh recovery,0.997853959260614
23.276399999999995,322.4579299999999,Eh recovery,0.998191096386989
23.29306,322.63670999999994,Eh recovery,0.9985003174800188
23.30972999999999,322.79986,Eh recovery,0.998782504644846
23.3264,322.9457,Eh recovery,0.9990347521233526
23.34307,323.0972499999999,Eh recovery,0.9992968757202237
23.359729999999995,323.24493,Eh recovery,0.9995523056957168
23.37641,323.3825,Eh recovery,0.9997902492339654
23.393070000000005,323.5037699999999,Eh recovery,1
23.409739999999992,323.01515999999987,Eh recovery,0.9991548913845777
23.426409999999997,322.38771,Eh recovery,0.9980696426161394
23.443069999999995,321.73871999999994,Eh recovery,0.9969471378775482
23.459739999999996,320.48035999999996,Eh recovery,0.994770655862643
23.476409999999998,319.15428000000014,Eh recovery,0.9924770441217063
23.493079999999996,317.06867,Eh recovery,0.9888697356765023
23.50975,314.1989699999999,Eh recovery,0.983906251110739
23.52640999999999,310.46402,Eh recovery,0.977446214633443
23.54308,306.76223,Eh recovery,0.9710435322866138
23.55975,303.03512999999987,Eh recovery,0.964597073310046
23.576419999999995,298.73375999999996,Eh recovery,0.9571573466464102
23.59309,294.45349999999996,Eh recovery,0.9497541322172178
23.60974999999999,290.19641999999993,Eh recovery,0.9423910103315788
23.62642,285.9369399999999,Eh recovery,0.9350237373629142
23.64309,281.67214,Eh recovery,0.9276472628268769
23.65976,277.39406,Eh recovery,0.9202478189647662
23.67642,273.09228,Eh recovery,0.91280738315778
23.693090000000005,268.76297,Eh recovery,0.9053193309692571
23.709759999999996,264.41003999999987,Eh recovery,0.897790425205293
